,ini_price,sicks,ranks,horse_items,dad_record,dad_rate,mom_record,mom_rate
1423,자가생산,"['마체검사 2022/12/08', '식이성 식욕부진 2022/10/15', '식이성 식욕부진 2022/10/14']","['제6 2021/06/17 ~ 현재', '미 2020/11/25 ~ 2021/06/16']",['눈가면 2022/01/23~'],None,None,27전 (5/2/2/6/2),단승 : 18.5%      복승 : 25.9%      연승 : 33.3%
1424,"10,000천원(개별)","['정치 2021/05/12', '산통 2020/09/28', '낭치 2020/09/23', '정치 2020/09/23']","['제6 2021/06/24 ~ 2022/01/19', '미 2020/09/09 ~ 2021/06/23']",[],None,None,26전 (3/5/4/1/4),단승 : 11.5%      복승 : 30.8%      연승 : 46.2%
1425,"5,000천원(개별)","['열창 2021/07/11', '발치 2021/07/10', '낭치 2021/06/24', '정치 2021/06/24']","['제6 2021/07/01 ~ 현재', '미 2021/06/02 ~ 2021/06/30']",[],21전 (4/2/1/2/0),단승 : 19.0%      복승 : 28.6%      연승 : 33.3%,14전 (1/1/1/0/3),단승 : 7.1%      복승 : 14.3%      연승 : 21.4%
1426,,"['좌전지파행 2005/03/13', '좌전지파행 2005/03/12', '좌전지파행 2005/03/11', '좌전지파행 2005/03/06', '좌전지파행 2005/03/05', '좌전지파행 2005/03/04', '감기 2005/03/03', '감기 2005/02/06', '감기 2005/02/05']","['C1 2005/09/12 ~ 2005/12/07', 'C2 2005/08/08 ~ 2005/09/11', 'C3 2005/05/02 ~ 2005/08/07', 'C4 2005/04/17 ~ 2005/05/01', '신 2005/04/08 ~ 2005/04/16', '미 2005/01/20 ~ 2005/04/07']","['전설마을 (JEONSEOLMAEUL) ~', '변용호(2조) C1~20세', '12전 (8/1/2/1/0) 66.7%~75.0%']",None,None,None,None
1427,"5,500천원(개별)","['안상 2021/05/29', '안상 2021/05/28', '안상 2021/05/27', '2차임신검사(초음파) 2021/03/27', '낭치 2021/01/06', '정치 2021/01/06', '2차임신검사(초음파) 2021/01/02', '좌상안검 좌창 2020/09/04', '좌상안검 좌창 2020/09/03']","['제6 2021/06/24 ~ 현재', '미 2020/08/19 ~ 2021/06/23']",['눈가면 2021/06/27~'],None,None,None,None
1428,"1,500천원(개별)",[],"['제6 2020/12/03 ~ 2021/05/08', '미 2020/07/21 ~ 2020/12/02']",[],None,None,None,None
1429,"10,000천원(개별)",['정치 2021/03/27'],"['제6 2021/06/24 ~ 현재', '미 2021/03/25 ~ 2021/06/23']",['눈가면 2021/06/27~'],None,None,0전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
1430,"10,000천원(개별)","['낭치 2022/10/08', '운동기질환 기타 2022/10/08', '낭치 2021/04/28', '정치 2021/04/28']","['제4 2023/03/26 ~ 현재', '제5 2023/03/12 ~ 2023/03/25', '제4 2022/12/18 ~ 2023/03/11', '제5 2021/12/31 ~ 2022/12/17', '제6 2021/06/03 ~ 2021/12/30', '미 2021/04/28 ~ 2021/06/02']","['눈가면 2023/02/12~', '망사눈가면 2022/05/29~2023/02/12', '눈가면 2022/05/13~2022/05/29', '망사눈가면 2021/12/09~2022/03/27', '눈가면 2021/07/04~2021/12/09']",None,None,34전 (1/5/7/2/7),단승 : 2.9%      복승 : 17.6%      연승 : 38.2%
1431,"3,000천원(개별)","['낭치 2021/04/01', '정치 2021/04/01']","['제6 2021/07/01 ~ 2021/07/28', '미 2021/03/31 ~ 2021/06/30']",[],None,None,0전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
1432,,[],"['C7 1997/04/26 ~ 1998/04/08', '신 1997/03/12 ~ 1997/04/25', '미 1997/01/09 ~ 1997/03/11']","['전성기 () ~', '김한철(9조) C7~28세', '3전 (0/0/1/0/0) 0.0%~0.0%']",None,None,None,None
1433,"60,000천원(개별)","['운동기질환 기타 2021/12/15', '운동기질환 기타 2021/12/12', '감기 2021/11/28', '감기 2021/11/27', '운동기질환 기타 2021/11/21', '운동기질환 기타 2021/11/20', '좌전지파행 2021/06/27', '좌전지파행 2021/06/26', '좌전지파행 2021/06/19', '좌전지파행 2021/06/18']","['제1 2022/06/12 ~ 현재', '제2 2022/04/24 ~ 2022/06/11', '제3 2021/11/21 ~ 2022/04/23', '제4 2021/10/31 ~ 2021/11/20', '제5 2021/10/10 ~ 2021/10/30', '제6 2021/06/17 ~ 2021/10/09', '미 2021/05/26 ~ 2021/06/16']",[],24전 (3/0/0/1/1),단승 : 12.5%      복승 : 12.5%      연승 : 12.5%,None,None
1434,,"['좌전지파행 2001/05/12', '일본뇌염예방접종 2001/04/11']","['C4 2001/05/16 ~ 2003/03/28', 'C3 2001/04/22 ~ 2001/05/15', '신 2001/04/11 ~ 2001/04/21', '미 2001/03/14 ~ 2001/04/10']","['명경지수 (MYEONGGYEONGJISU) ~', '장성종(6조) C4~24세', '14전 (0/3/1/2/2) 0.0%~21.4%']",None,None,None,None
1435,"10,000천원(개별)","['감기 2023/06/18', '좌전지파행 2023/06/18', '감기 2023/06/17', '좌전지파행 2023/06/17', '감기 2023/06/10', '좌전지파행 2023/06/10', '마체검사 2023/05/25', '마체검사 2023/05/24', '낭치 2022/08/28', '정치 2022/08/28', '양전지파행 2022/05/21', '운동기질환 기타 2022/02/26', '우전지파행 2022/02/25', '우전지파행 2022/01/16', '양전지파행 2021/12/26', '양전지파행 2021/12/25', '양전지파행 2021/12/24', '우전지파행 2021/10/31']","['제5 2022/02/27 ~ 현재', '제6 2021/07/01 ~ 2022/02/26', '미 2021/05/16 ~ 2021/06/30']","['계란형큰고리재갈 2022/08/21~', '눈가면 2021/07/11~']",None,None,22전 (7/2/2/0/2),단승 : 31.8%      복승 : 40.9%      연승 : 50.0%
1436,"33,000천원(개별)","['낭치 2021/05/20', '정치 2021/05/20']","['제4 2023/03/05 ~ 현재', '제5 2021/12/31 ~ 2023/03/04', '제6 2021/07/01 ~ 2021/12/30', '미 2021/05/12 ~ 2021/06/30']","['계란형큰고리재갈 2023/03/12~', '눈가면 2021/07/25~']",None,None,4전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
1437,"8,000천원(개별)","['운동기질환 기타 2023/06/04', '낭치 2021/05/29', '정치 2021/05/29']","['제3 2023/03/19 ~ 현재', '제4 2023/01/15 ~ 2023/03/18', '제5 2022/12/04 ~ 2023/01/14', '제4 2022/09/04 ~ 2022/12/03', '제5 2022/06/19 ~ 2022/09/03', '제6 2021/07/01 ~ 2022/06/18', '미 2021/05/16 ~ 2021/06/30']",['눈가면 2022/08/27~'],29전 (5/4/3/8/0),단승 : 17.2%      복승 : 31.0%      연승 : 41.4%,0전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
1438,"3,700천원(개별)","['우전지파행 2022/11/11', '우전지파행 2022/09/24', '우전지파행 2022/09/04', '우전지파행 2022/09/03', '우전지파행 2022/09/02', '감기 2022/01/27', '감기 2022/01/26', '정치 2021/12/23', '복대상 2021/08/01', '복대상 2021/07/18', '감기 2021/05/30', '감기 2021/05/29', '낭치 2021/05/13', '정치 2021/05/13']","['제3 2022/12/25 ~ 현재', '제4 2022/02/27 ~ 2022/12/24', '제5 2021/10/24 ~ 2022/02/26', '제6 2021/07/01 ~ 2021/10/23', '미 2021/05/12 ~ 2021/06/30']","['계란형큰고리재갈 2022/08/14~2023/03/26', '눈가면 2021/07/11~']",41전 (4/6/5/8/4),단승 : 9.8%      복승 : 24.4%      연승 : 36.6%,52전 (6/6/9/7/6),단승 : 11.5%      복승 : 23.1%      연승 : 40.4%
1439,"3,000천원(개별)","['좌전지파행 2021/10/31', '기타임신검사(초음파) 2021/06/12']","['제5 2022/07/10 ~ 2022/10/05', '제6 2021/07/01 ~ 2022/07/09', '미 2021/06/02 ~ 2021/06/30']",[],27전 (1/5/6/0/2),단승 : 3.7%      복승 : 22.2%      연승 : 44.4%,27전 (3/1/2/2/1),단승 : 11.1%      복승 : 14.8%      연승 : 22.2%
1440,"50,000천원(개별)","['운동기질환 기타 2022/01/21', '운동기질환 기타 2022/01/20', '감기 2022/01/09', '감기 2022/01/08', '감기 2021/09/26', '감기 2021/08/14']","['제6 2021/05/06 ~ 현재', '미 2021/03/24 ~ 2021/05/05']","['눈가면 2023/07/05~2023/08/06', '구각자극판 2023/05/27~2023/07/05', '눈가면 2023/04/05~2023/05/27', '계란형큰고리재갈 2023/03/19~2023/04/02', '망사가면 2022/02/06~2022/10/02', '계란형큰고리재갈 2022/02/06~2022/10/02', '눈가면 2021/06/27~2022/02/06']",2전 (2/0/0/0/0),단승 : 100.0%      복승 : 100.0%      연승 : 100.0%,15전 (5/3/1/2/0),단승 : 33.3%      복승 : 53.3%      연승 : 60.0%
1441,자가생산,"['감기 2021/08/21', '감기 2021/08/20', '감기 2021/08/19', '좌전지파행 2021/07/03', '우전지파행 2021/07/02', '감기 2021/06/05', '낭치 2021/05/29', '정치 2021/05/29']","['한1 2021/12/19 ~ 2022/03/27', '한2 2021/10/10 ~ 2021/12/18', '한3 2021/09/05 ~ 2021/10/09', '한4 2021/07/01 ~ 2021/09/04', '미 2021/05/12 ~ 2021/06/30']","['전승문화 (JEONSEUNGMUNHWA) 119~허경화', '강대은(3조) 한1~4세', '11전 (9/0/0/1/1) 81.8%~81.8%']",None,None,None,None
1442,자가생산,"['우주두점액낭염(우주종) 2022/08/14', '우주두점액낭염(우주종) 2022/08/11', '우주두점액낭염(우주종) 2022/08/10', '우주두점액낭염(우주종) 2022/08/07', '정치 2022/03/06', '감기 2021/10/10', '소화기 질환 기타 2021/10/10', '낭치 2021/05/06', '정치 2021/05/06']","['한1 2022/03/06 ~ 2022/12/08', '한2 2021/11/07 ~ 2022/03/05', '한3 2021/08/26 ~ 2021/11/06', '한4 2021/07/01 ~ 2021/08/25', '미 2021/04/28 ~ 2021/06/30']","['돌격개시 (DOLGYEOKGAESI) 145~강승호', '백인호(10조) 한1~4세', '20전 (8/3/1/3/1) 40.0%~55.0%']",None,None,None,None
1443,,[],"['한4 2021/07/01 ~ 2021/07/31', '미 2021/04/28 ~ 2021/06/30']","['킹콩 (KINGKONG) ~', '외부마(88조) 한4~4세', '1전 (0/0/0/0/0) 0.0%~0.0%']",None,None,None,None
1444,"5,000천원(개별)","['우전지파행 2022/03/18', '우전지파행 2022/03/17', '우전지파행 2022/03/16', '낭치 2021/06/10', '정치 2021/06/10']","['제5 2021/08/22 ~ 현재', '제6 2021/07/08 ~ 2021/08/21', '미 2020/09/23 ~ 2021/07/07']","['망사눈가면 2023/06/17~', '눈가면 2023/05/20~2023/06/10', '망사눈가면 2022/03/13~2022/11/27']",89전 (6/8/12/8/12),단승 : 6.7%      복승 : 15.7%      연승 : 29.2%,16전 (2/0/3/1/1),단승 : 12.5%      복승 : 12.5%      연승 : 31.3%
1445,,['운동기질환 기타 2000/11/22'],"['C4 2000/02/16 ~ 2002/03/23', 'C2 1999/11/15 ~ 2000/02/15', 'C3 1999/08/29 ~ 1999/11/14', '신 1999/08/18 ~ 1999/08/28', '미 1999/07/08 ~ 1999/08/17']","['영원한강 (YEONG-WONHAN-GANG) ~', '신경호(17조) C4~26세', '23전 (4/1/3/3/1) 17.4%~21.7%']",None,None,None,None
1446,"50,000천원(개별)","['우전지파행 2021/07/29', '우전지파행 2021/07/25', '감기 2021/06/27', '낭치 2021/05/26', '정치 2021/05/26']","['제3 2023/04/02 ~ 현재', '제4 2023/02/12 ~ 2023/04/01', '제5 2022/05/08 ~ 2023/02/11', '제6 2021/07/01 ~ 2022/05/07', '미 2021/04/14 ~ 2021/06/30']","['눈가면 2022/09/18~2023/01/14', '망사눈가면 2022/04/10~2022/08/07']",None,None,15전 (2/1/1/0/0),단승 : 13.3%      복승 : 20.0%      연승 : 26.7%
1447,"15,000천원(개별)","['정치 2022/01/06', '감기 2021/10/02', '감기 2021/10/01', '감기 2021/06/19', '감기 2021/06/18', '감기 2021/06/17', '감기 2021/06/16', '감기 2021/06/13', '감기 2021/06/03', '감기 2021/05/29', '감기 2021/05/28']","['제4 2022/11/06 ~ 현재', '제5 2022/01/30 ~ 2022/11/05', '제6 2021/07/01 ~ 2022/01/29', '미 2021/05/26 ~ 2021/06/30']",['눈가면 2021/10/10~'],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,34전 (2/3/13/4/6),단승 : 5.9%      복승 : 14.7%      연승 : 52.9%
1448,"20,000천원(개별)","['외상기타 2023/01/11', '좌전지파행 2021/07/25', '좌전지파행 2021/07/24', '2차임신검사(초음파) 2021/05/02', '낭치 2021/04/22', '정치 2021/04/22']","['제4 2023/08/27 ~ 현재', '제5 2022/05/22 ~ 2023/08/26', '제6 2021/07/08 ~ 2022/05/21', '미 2021/04/21 ~ 2021/07/07']","['눈가면 2022/04/29~2023/07/28', '계란형큰고리재갈 2021/07/18~2023/07/28']",39전 (3/9/5/4/3),단승 : 7.7%      복승 : 30.8%      연승 : 43.6%,0전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
1449,자가생산,[],"['한4 2021/07/08 ~ 2022/12/30', '미 2021/06/09 ~ 2021/07/07']","['성읍의별 (SEONGEUBUIBYEOI) ~윤재곤', '외부마(88조) 한4~6세', '2전 (0/0/0/0/0) 0.0%~0.0%']",None,None,None,None
1450,,"['감기 2010/07/02', '좌중수부원위부천지굴건염 2009/09/16']","['C4 2009/09/13 ~ 2010/09/16', '신 2009/08/28 ~ 2009/09/12', '미 2009/07/30 ~ 2009/08/27']","['통쾌 () ~이용대', '외부마(88조) C4~17세', '3전 (0/1/0/0/0) 0.0%~33.3%']",None,None,None,None
1451,자가생산,"['낭치 2022/07/17', '정치 2022/07/17', '좌전지파행 2022/03/03', '좌전지파행 2022/02/27', '좌전지파행 2022/01/09', '복대상 2021/04/24', '복대상 2021/04/23', '감기 2021/03/18', '감기 2021/03/17', '감기 2021/03/14', '감기 2021/03/13']","['한2 2022/10/02 ~ 2022/12/21', '한3 2021/12/19 ~ 2022/10/01', '한4 2021/07/15 ~ 2021/12/18', '미 2021/03/10 ~ 2021/07/14']","['청마투지 (CHEONGMATUJI) 44~차청일', '외부마(88조) 한2~5세', '17전 (1/2/4/3/2) 5.9%~17.6%']",None,None,None,None
1452,"5,000천원(개별)","['좌전지파행 2022/09/04', '좌전지파행 2022/09/03', '양전 발목피부염(계군) 2022/03/16', '우전지파행 2021/12/17', '우전지파행 2021/12/16', '우전지파행 2021/12/15']","['제5 2022/09/04 ~ 현재', '제6 2021/07/15 ~ 2022/09/03', '미 2020/09/09 ~ 2021/07/14']","['계란형큰고리재갈 2022/09/01~', '눈가면 2021/07/11~']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,16전 (3/2/1/0/3),단승 : 18.8%      복승 : 31.3%      연승 : 37.5%
1453,자가생산,"['운동기질환 기타 2023/04/02', '운동기질환 기타 2023/04/01', '우전지파행 2022/03/06', '낭치 2021/06/24', '정치 2021/06/24']","['제3 2023/07/02 ~ 현재', '제4 2022/04/17 ~ 2023/07/01', '제5 2021/11/21 ~ 2022/04/16', '제6 2021/07/22 ~ 2021/11/20', '미 2021/06/23 ~ 2021/07/21']","['눈가면 2023/06/09~', '구각자극판 2021/12/05~2023/09/09']",None,None,25전 (7/2/3/2/1),단승 : 28.0%      복승 : 36.0%      연승 : 48.0%
1454,,['우전지파행 2001/03/09'],"['신 2001/01/19 ~ 2002/04/26', '미 2000/11/09 ~ 2001/01/18']","['백두산 (PAEKTUSAN) ~김용수', '장성종(6조) 신~25세', '0전 (0/0/0/0/0) 0.0%~0.0%']",None,None,None,None
1455,,"['감기 2004/06/26', '감기 2004/06/25', '감기 2004/06/24', '감기 2004/05/23']","['C4 2004/06/05 ~ 2004/12/29', '신 2004/05/28 ~ 2004/06/04', '미 2004/04/22 ~ 2004/05/27']","['갈잎소리 (GARIPSORI) ~변공민', '김성오(19조) C4~21세', '12전 (1/0/6/3/0) 8.3%~8.3%']",None,None,None,None
1456,"4,500천원(개별)","['우전지파행 2021/10/31', '양전지파행 2021/08/01', '우전지파행 2021/07/01', '우전지파행 2021/06/27', '우전지파행 2021/06/26', '우전지파행 2021/06/25', '감기 2021/05/23', '감기 2021/05/22']","['제6 2021/06/24 ~ 2022/05/25', '미 2021/04/21 ~ 2021/06/23']",[],42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,5전 (4/0/1/0/0),단승 : 80.0%      복승 : 80.0%      연승 : 100.0%
1457,"2,000천원(개별)","['좌전지파행 2022/02/27', '좌전지파행 2021/03/10', '좌전지파행 2021/03/07']","['제6 2021/07/22 ~ 현재', '미 2020/09/09 ~ 2021/07/21']",['망사가면 2022/03/06~'],None,None,None,None
1458,"50,000천원(개별)","['감기 2021/10/24', '감기 2021/10/16', '감기 2021/10/15', '감기 2021/08/07', '낭치 2021/06/24', '정치 2021/06/24', '감기 2021/06/18', '감기 2021/06/17']","['제3 2022/11/20 ~ 현재', '제4 2022/07/17 ~ 2022/11/19', '제5 2022/01/01 ~ 2022/07/16', '제4 2021/12/05 ~ 2021/12/31', '제5 2021/10/17 ~ 2021/12/04', '제6 2021/07/29 ~ 2021/10/16', '미 2021/06/16 ~ 2021/07/28']","['눈가면 2022/01/23~', '망사눈가면 2021/11/18~2022/01/23', '눈가면 2021/07/25~2021/11/18']",23전 (4/3/2/1/2),단승 : 17.4%      복승 : 30.4%      연승 : 39.1%,None,None
1459,"20,000천원(개별)","['감기 2021/07/18', '감기 2021/07/17', '감기 2021/07/15', '피부염 2021/07/15', '임신검사 2021/07/03']","['제3 2022/12/25 ~ 현재', '제4 2022/08/21 ~ 2022/12/24', '제5 2021/12/31 ~ 2022/08/20', '제6 2021/07/29 ~ 2021/12/30', '미 2021/06/09 ~ 2021/07/28']","['계란형큰고리재갈 2023/02/11~2023/03/26', '망사눈가면 2022/03/06~2022/05/21']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,None,None
1460,,[],"['제6 2021/07/29 ~ 현재', '미 2021/07/07 ~ 2021/07/28']",['눈가면 2021/08/01~'],전 (////),단승 : %      복승 : %      연승 : %,26전 (3/1/4/6/3),단승 : 11.5%      복승 : 15.4%      연승 : 30.8%
1461,"5,000천원(개별)",['감기 2020/10/29'],"['제6 2021/07/29 ~ 2021/11/24', '미 2020/09/01 ~ 2021/07/28']",[],None,None,None,None
1462,"10,000천원(개별)","['좌전지파행 2023/01/15', '좌전지파행 2023/01/14', '좌전지파행 2022/12/04', '좌전지파행 2022/10/19', '좌전지파행 2022/10/16', '낭치 2022/04/06', '정치 2022/04/06', '담마진 2021/09/12', '운동기질환 기타 2021/09/12', '좌전지파행 2021/08/08', '좌전지파행 2021/08/07', '임신검사 2021/07/10']","['제3 2022/10/16 ~ 현재', '제4 2022/06/12 ~ 2022/10/15', '제5 2021/12/31 ~ 2022/06/11', '제6 2021/07/29 ~ 2021/12/30', '미 2021/06/23 ~ 2021/07/28']",['눈가면 2022/04/03~2023/03/26'],None,None,17전 (3/3/1/1/0),단승 : 17.6%      복승 : 35.3%      연승 : 41.2%
1463,"15,000천원(개별)","['감기 2021/08/28', '감기 2021/08/27', '감기 2021/08/26', '감기 2021/08/14', '감기 2021/08/13', '운동기질환 기타 2021/07/15', '우비절부 찰과상 2021/06/27', '우비절부 찰과상 2021/06/26', '우비절부 좌상 2021/06/25', '낭치 2021/06/12', '정치 2021/06/12']","['제6 2021/07/15 ~ 현재', '미 2021/06/09 ~ 2021/07/14']",['눈가면 2021/11/21~'],29전 (1/8/1/8/4),단승 : 3.4%      복승 : 31.0%      연승 : 34.5%,23전 (5/3/2/1/2),단승 : 21.7%      복승 : 34.8%      연승 : 43.5%
1464,자가생산,"['소화기 질환 기타 2021/10/29', '우전열제 2021/05/30', '우전열제 2021/05/26', '우전지파행 2021/05/26', '우전지파행 2021/05/23', '우전지파행 2021/05/21', '우전지파행 2021/05/20']","['한2 2021/11/21 ~ 2022/03/23', '한3 2021/10/03 ~ 2021/11/20', '한4 2021/07/29 ~ 2021/10/02', '미 2021/04/14 ~ 2021/07/28']","['삼무자랑 (SAMMUJARANG) 68~허경화', '외부마(88조) 한2~4세', '8전 (4/2/1/0/0) 50.0%~75.0%']",None,None,None,None
1465,자가생산,"['양전지파행 2022/06/05', '양전지파행 2021/12/18', '양전지파행 2021/12/17', '좌전지파행 2021/11/12', '좌전지파행 2021/11/11', '좌전지파행 2021/09/17', '좌전지파행 2021/09/16', '사지 부종 2021/09/16', '감기 2021/08/08', '우전지파행 2021/07/08', '우전지파행 2021/07/04', '우전지파행 2021/06/25', '우전지파행 2021/06/24', '우전지파행 2021/06/23', '감기 2021/06/20', '우전지파행 2021/06/20', '감기 2021/06/19', '우전지파행 2021/06/19']","['한2 2022/05/01 ~ 2022/12/30', '한3 2022/04/10 ~ 2022/04/30', '한2 2022/03/13 ~ 2022/04/09', '한3 2021/12/31 ~ 2022/03/12', '한4 2021/07/29 ~ 2021/12/30', '미 2021/05/26 ~ 2021/07/28']","['천지리더 (CHEONJILEADER) 45~오춘광', '외부마(88조) 한2~4세', '11전 (1/2/2/0/2) 9.1%~27.3%']",None,None,None,None
1466,,"['감기 2020/05/31', '감기 2020/05/30', '감기 2020/05/29']",['미 2020/05/06 ~ 2020/11/26'],[],None,None,26전 (2/1/1/3/4),단승 : 7.7%      복승 : 11.5%      연승 : 15.4%
1467,,"['안면부외상 2014/08/15', '안면부외상 2014/08/14', '안면부외상 2014/08/13', '감기 2014/08/11', '감기 2014/08/10', '감기 2014/08/09', '낭치 2014/07/16', '고체온증 2014/07/15']",['미 2014/06/11 ~ 2015/08/05'],"['블루스카이 (BLEUSKY) ~허종태', '외부마(88조) 미~11세', '전 (////) %~%']",None,None,None,None
1468,자가생산,"['우완슬부 자창 2021/11/27', '우전지 봉와직염 2021/11/27', '우완슬부 자창 2021/11/26', '우전지 봉와직염 2021/11/26', '우완슬부 자창 2021/11/25', '우전지 봉와직염 2021/11/25', '재료판매 2021/11/06', '좌전지파행 2021/07/18', '좌전지파행 2021/07/17']","['한1 2022/11/20 ~ 2022/12/21', '한2 2022/05/15 ~ 2022/11/19', '한3 2021/11/07 ~ 2022/05/14', '한4 2021/07/08 ~ 2021/11/06', '미 2021/04/14 ~ 2021/07/07']","['메테오 (METEO) 87~김홍진', '외부마(88조) 한1~5세', '15전 (4/1/1/2/2) 26.7%~33.3%']",None,None,None,None
1469,자가생산,"['양전지파행 2021/08/22', '양전지파행 2021/08/21']","['한4 2021/07/29 ~ 2022/12/30', '미 2021/06/23 ~ 2021/07/28']","['명품세상 (MYEONGPUMSESANG) ~조종호', '외부마(88조) 한4~5세', '1전 (0/0/0/0/0) 0.0%~0.0%']",None,None,None,None
1470,자가생산,"['낭치 2021/12/09', '정치 2021/12/09']","['제6 2021/07/29 ~ 현재', '미 2020/09/09 ~ 2021/07/28']","['눈가면 2021/10/10~2021/10/20', '눈가면 2021/07/18~2021/08/17']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,30전 (6/5/3/2/4),단승 : 20.0%      복승 : 36.7%      연승 : 46.7%
1471,"5,500천원(개별)","['양후지파행 2023/04/16', '우전지파행 2021/10/02']","['제3 2023/04/16 ~ 현재', '제4 2022/12/25 ~ 2023/04/15', '제5 2022/02/13 ~ 2022/12/24', '제6 2021/08/05 ~ 2022/02/12', '미 2021/06/23 ~ 2021/08/04']",['눈가면 2021/08/17~2021/09/04'],None,None,14전 (3/0/3/3/2),단승 : 21.4%      복승 : 21.4%      연승 : 42.9%
1472,"4,000천원(개별)","['운동기인성폐출혈 2022/05/20', '임신검사 2021/07/17', '낭치 2021/07/08', '정치 2021/07/08']","['제6 2021/08/05 ~ 현재', '미 2021/06/09 ~ 2021/08/04']",['눈가면 2022/09/17~'],21전 (4/2/1/2/0),단승 : 19.0%      복승 : 28.6%      연승 : 33.3%,4전 (0/0/0/0/1),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
1473,"100,000천원(개별)","['운동기질환 기타 2021/12/11', '낭치 2021/06/03', '정치 2021/06/03']","['제1 2023/03/05 ~ 현재', '제2 2022/03/27 ~ 2023/03/04', '제3 2022/02/20 ~ 2022/03/26', '제4 2022/01/01 ~ 2022/02/19', '제3 2021/12/12 ~ 2021/12/31', '제5 2021/11/14 ~ 2021/12/11', '제6 2021/07/22 ~ 2021/11/13', '미 2021/05/26 ~ 2021/07/21']","['계란형큰고리재갈 2023/10/05~', '눈가면 2021/12/01~2023/04/09', '가지재갈 2021/12/01~2023/01/14']",None,None,None,None
1474,"3,000천원(개별)","['재료판매 2021/12/15', '양전지파행 2021/12/11', '양전지파행 2021/12/10', '양전지파행 2021/12/09', '양전지파행 2021/12/08', '낭치 2021/06/26', '정치 2021/06/26']","['제5 2022/09/18 ~ 현재', '제6 2021/08/05 ~ 2022/09/17', '미 2021/06/23 ~ 2021/08/04']",[],None,None,5전 (0/0/1/1/0),단승 : 0.0%      복승 : 0.0%      연승 : 20.0%
1475,"3,000천원(개별)","['우전지파행 2021/12/03', '우전지파행 2021/12/02', '우전지파행 2021/12/01', '우후지파행 2021/07/31', '우후지파행 2021/07/30', '우후지파행 2021/07/02', '우후지파행 2021/07/01']","['제5 2022/06/12 ~ 2023/04/14', '제6 2021/07/29 ~ 2022/06/11', '미 2021/05/16 ~ 2021/07/28']",[],전 (////),단승 : %      복승 : %      연승 : %,14전 (2/2/1/0/2),단승 : 14.3%      복승 : 28.6%      연승 : 35.7%
1476,"5,000천원(개별)",[],"['제6 2021/08/05 ~ 2022/05/04', '미 2021/06/23 ~ 2021/08/04']",[],21전 (4/2/1/2/0),단승 : 19.0%      복승 : 28.6%      연승 : 33.3%,0전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
1477,"15,000천원(개별)","['좌전지파행 2023/09/03', '좌전지파행 2023/09/02', '좌전지파행 2023/06/18', '좌전지파행 2023/06/17', '복대상 2022/11/13', '우중수부중간부천지굴건염 2022/03/25', '우전지파행 2022/03/25', '우중수부중간부천지굴건염 2021/12/26', '우중수부계인대염 2021/12/26', '우중수부중간부천지굴건염 2021/12/25', '우중수부계인대염 2021/12/25', '우전지파행 2021/11/04', '우전지파행 2021/11/03', '우전지파행 2021/10/31', '좌전지파행 2021/01/07', '좌전지파행 2021/01/06', '좌전지파행 2021/01/03', '낭치 2020/12/18', '정치 2020/12/18']","['제5 2021/12/31 ~ 현재', '제6 2021/08/19 ~ 2021/12/30', '미 2020/12/16 ~ 2021/08/18']","['눈가면 2023/09/22~', '망사눈가면 2023/07/16~2023/09/10']",42전 (6/8/5/7/5),단승 : 14.3%      복승 : 33.3%      연승 : 45.2%,0전 (0/0/0/0/0),단승 : 0.0%      복승 : 0.0%      연승 : 0.0%
1478,"5,000천원(개별)","['운동기질환 기타 2023/06/25', '운동기질환 기타 2023/06/24', '양전지파행 2023/06/04', '양전지파행 2023/06/03', '인푸렌자예방접종 2021/06/10', '일본뇌염예방접종 2021/06/10', '낭치 2021/05/27', '정치 2021/05/27']","['제4 2023/10/10 ~ 현재', '제5 2022/01/16 ~ 2023/10/09', '제6 2021/07/29 ~ 2022/01/15', '미 2021/05/16 ~ 2021/07/28']","['눈가면 2023/09/10~', '망사눈가면 2023/06/10~2023/09/07', '계란형큰고리재갈 2023/06/10~2023/09/07', '눈가면 2022/03/27~2023/06/10']",27전 (1/5/6/0/2),단승 : 3.7%      복승 : 22.2%      연승 : 44.4%,50전 (7/12/7/4/10),단승 : 14.0%      복승 : 38.0%      연승 : 52.0%
